32036
6	19
7	22
8	24
9	25
10	27
14	28
14	29
9	30
12	31
14	32
10	33
17	34
14	35
21	36
17	37
17	38
21	39
21	40
23	41
21	42
26	43
26	44
26	45
26	46
26	47
26	48
26	49
26	50
26	51
26	52
26	53
26	54
23	55
23	56
23	57
23	58
23	59
21	60
23	61
23	62
23	63
21	64
21	65
21	66
21	67
21	68
21	69
20	70
21	71
20	72
20	73
20	74
20	75
20	76
20	77
20	78
20	79
20	80
20	81
17	82
17	83
20	84
17	85
17	86
17	87
17	88
17	89
14	90
14	91
14	92
17	93
14	94
14	95
14	96
14	97
12	98
12	99
12	100
12	1
12	101
12	102
12	103
12	104
12	105
12	106
12	107
10	108
10	109
10	110
10	111
10	112
10	113
10	114
10	115
10	116
9	117
10	118
9	119
9	120
9	121
9	122
9	123
9	124
9	125
9	126
8	127
8	128
8	129
8	130
8	131
8	132
8	133
8	134
8	135
7	136
8	137
8	138
7	139
7	140
7	141
7	142
7	143
7	144
7	145
7	146
7	147
7	148
6	149
6	150
6	151
6	152
6	153
5	154
5	155
5	156
6	157
6	158
5	169
6	170
5	171
5	172
5	173
5	174
5	175
5	176
5	177
5	178
167	41
168	179
168	180
168	181
168	182
168	183
168	184
168	185
166	75
168	186
166	56
168	187
166	79
167	188
167	189
167	190
167	191
167	192
167	193
166	194
166	195
166	196
166	197
166	198
166	199
166	200
165	201
165	202
165	203
165	204
165	205
165	206
165	207
165	208
165	209
165	210
165	211
164	212
164	213
164	214
164	215
164	216
164	217
164	218
164	219
164	220
164	221
164	222
163	223
163	224
163	225
163	226
163	227
163	228
163	229
163	230
163	231
162	232
162	233
162	234
162	235
162	236
162	237
162	238
162	239
162	240
161	241
161	242
162	243
161	244
161	245
161	246
161	247
161	248
161	249
161	250
160	251
160	252
159	187
160	253
160	254
160	255
159	185
160	256
161	257
160	258
160	259
160	260
160	261
160	262
159	263
159	264
159	265
159	266
159	267
159	268
159	269
167	279
168	263
278	190
166	280
163	281
162	282
161	283
160	284
159	168
165	285
164	286
278	287
278	288
278	289
278	290
278	291
278	292
278	293
278	294
278	295
277	296
277	297
277	298
278	299
277	300
277	301
277	302
277	303
277	304
277	305
274	306
277	307
274	308
274	309
274	310
274	311
274	312
274	313
274	314
274	315
273	316
273	317
273	318
273	319
273	320
273	321
273	322
274	323
273	324
273	325
273	326
272	217
272	327
272	328
272	329
272	330
272	331
272	332
339	190
272	343
272	344
272	345
277	346
273	347
278	348
274	349
272	350
339	351
339	352
339	353
339	354
339	355
339	356
339	357
338	6
341	358
341	359
338	61
339	360
341	361
341	362
341	363
341	364
341	365
341	366
341	367
339	368
339	369
341	370
338	371
338	372
341	373
336	83
338	374
338	375
338	376
338	377
338	378
336	379
338	380
336	381
336	382
336	383
336	384
336	385
336	386
336	387
336	388
334	389
334	390
333	384
334	391
334	392
334	393
334	394
334	16
334	395
334	396
334	397
334	398
333	399
333	336
333	400
333	401
333	387
333	402
333	414
336	415
341	416
338	417
334	418
333	419
333	420
333	421
410	422
410	423
410	424
410	425
410	426
410	427
410	428
412	429
412	430
412	431
412	432
412	433
412	434
410	435
412	436
412	437
412	438
409	439
410	440
410	441
412	442
409	443
409	444
409	445
409	446
409	447
409	448
409	449
409	450
409	451
408	452
408	453
408	454
408	455
409	456
408	457
408	458
408	459
408	460
408	461
407	462
408	463
407	464
407	465
407	466
407	467
407	468
407	469
407	470
407	471
407	472
406	473
406	474
406	475
406	476
406	477
406	478
406	479
406	480
406	481
405	482
405	483
404	484
404	485
404	486
404	487
404	488
404	489
404	490
404	491
404	492
404	493
404	494
412	503
410	504
406	505
408	506
409	507
502	508
502	509
404	510
502	511
502	512
502	513
502	514
502	515
502	516
500	517
502	518
502	519
501	520
502	521
501	522
501	523
501	524
501	525
501	526
501	527
501	528
501	529
501	530
500	531
500	532
501	533
500	534
500	535
500	536
500	537
500	538
500	539
500	540
499	541
499	542
499	543
499	544
499	545
499	546
499	547
499	548
499	549
499	550
499	551
498	552
498	553
498	554
498	555
498	556
498	557
498	558
498	559
498	560
498	561
497	562
497	563
497	564
497	565
497	566
497	567
497	568
497	569
497	570
497	571
496	572
496	573
496	574
497	575
496	576
496	577
495	133
496	578
495	579
496	580
496	581
495	582
496	583
495	584
495	585
495	586
495	587
495	588
495	589
495	592
496	602
495	603
499	604
501	605
497	606
495	607
502	608
498	609
500	610
601	611
601	612
601	613
601	614
496	615
601	616
601	617
601	618
600	619
598	614
601	620
600	621
600	622
601	623
600	624
600	625
600	626
600	627
600	628
600	629
600	630
598	631
598	632
598	633
598	634
598	635
600	636
598	637
596	637
598	638
596	634
598	639
598	640
597	641
597	634
596	635
596	640
598	642
597	643
595	642
597	644
595	620
597	645
597	646
597	647
597	648
597	598
596	649
596	650
596	638
596	651
596	652
596	653
597	654
595	655
595	656
595	657
595	658
595	659
595	660
595	661
594	662
594	663
594	664
590	621
594	665
594	666
594	667
598	647
594	668
596	598
594	669
590	512
590	670
590	671
590	672
594	673
590	674
594	675
590	676
678	527
590	687
590	688
595	689
600	690
590	691
590	692
601	693
597	694
685	695
681	696
682	697
677	698
679	699
685	700
685	701
685	702
685	703
685	704
685	705
685	706
685	707
685	708
685	709
684	710
684	711
685	712
684	713
684	714
684	683
684	715
684	716
684	717
684	718
684	719
682	720
681	683
684	721
682	722
682	723
681	719
682	724
682	725
682	726
682	727
682	728
682	729
682	730
682	731
681	684
681	732
681	733
681	734
681	735
681	736
681	737
678	520
679	738
679	739
679	740
679	741
679	742
678	522
679	743
677	635
679	744
679	745
679	746
679	747
679	748
678	749
678	501
678	750
678	751
678	752
678	753
678	754
678	755
677	766
765	327
677	767
677	768
677	769
677	770
677	771
677	772
677	773
765	774
765	775
765	776
765	777
765	778
762	639
762	694
765	779
765	780
765	781
762	631
765	782
763	783
763	784
763	785
763	786
761	598
763	787
763	788
763	789
763	790
763	791
763	792
762	793
762	794
762	597
761	632
762	795
762	796
759	597
759	620
762	797
762	798
759	647
762	799
761	800
761	801
761	802
761	803
761	804
761	805
761	806
761	807
761	808
759	809
759	596
759	810
756	538
756	532
759	811
759	812
756	537
756	535
759	813
759	814
758	815
758	816
758	817
758	818
758	819
758	820
758	779
758	821
758	822
756	823
756	824
756	825
756	826
758	831
758	832
839	840
837	519
834	331
839	6
839	4
839	841
839	842
839	843
839	844
839	845
839	846
756	847
759	848
761	849
763	850
762	851
756	852
836	647
756	853
837	854
837	855
836	601
836	693
837	856
837	857
837	858
837	859
834	329
834	782
837	860
837	861
834	781
837	862
837	863
830	632
837	864
836	865
836	595
830	620
836	866
836	867
836	868
830	800
830	849
836	869
834	870
836	871
829	852
829	853
834	872
834	873
834	874
829	847
834	875
830	876
834	877
830	878
830	879
829	880
830	881
830	882
829	883
830	892
830	894
893	747
829	895
830	896
829	897
829	898
829	899
829	900
829	901
829	902
893	903
893	904
893	905
893	906
893	907
893	908
893	909
893	910
893	911
893	912
891	913
891	914
891	915
891	916
891	917
891	918
891	907
891	919
891	920
890	921
891	922
890	923
891	924
890	925
890	926
890	927
890	928
890	929
890	930
890	931
890	932
890	933
889	934
889	935
888	156
889	936
888	173
888	154
887	6
887	4
887	841
887	842
887	843
887	844
887	845
887	846
887	840
889	937
889	938
889	939
889	940
889	941
889	942
889	943
889	944
888	945
888	946
888	947
888	5
888	948
888	949
888	950
885	951
885	952
885	953
885	954
885	955
885	956
885	957
885	958
884	959
887	960
884	961
884	962
885	963
884	964
884	965
884	966
884	967
884	977
884	978
884	979
893	980
890	981
891	982
888	983
885	984
884	985
975	986
975	987
975	988
976	171
975	989
975	990
975	991
889	992
975	993
976	994
976	995
976	996
976	997
974	988
976	998
976	999
976	1000
976	1001
975	1002
976	1003
976	1004
974	1005
975	1006
975	1007
974	1008
974	1009
974	1010
974	1011
973	1012
974	1013
973	1014
973	1015
972	951
973	1016
972	963
973	1017
973	1018
970	977
973	1019
974	1020
973	1021
973	1022
972	1023
973	1024
972	1025
972	1026
972	1027
972	1028
972	1029
969	526
969	755
972	1030
970	1031
969	605
972	1032
972	1033
970	1034
969	754
970	1035
970	1036
970	1037
968	135
970	1038
970	886
970	1039
968	134
970	1040
969	1041
968	607
969	1042
970	1043
969	1044
969	1045
969	1046
968	1047
969	1048
968	589
968	1049
968	1050
968	1051
968	1052
968	1053
968	1061
969	1062
1064	947
1064	154
968	495
970	1066
976	1067
975	1068
974	1069
972	1070
969	1071
973	1072
1064	1073
1064	1074
1064	1075
1064	1076
1064	1077
1064	1078
1064	1079
1064	1080
1065	1081
1065	1082
1065	1083
1065	1084
1065	1085
1065	1086
1065	1087
1065	1088
1065	1089
1065	1090
1065	1091
1064	1092
1063	1093
1063	1094
1063	1095
1063	1096
1063	1097
1063	1098
1063	1099
1059	1092
1063	1100
1063	1101
1060	1102
1063	1103
1063	1104
1060	1105
1060	1106
1060	1107
1059	1078
1060	1108
1058	156
1060	1109
1060	1110
1060	1111
1060	1112
1059	1113
1060	1114
1059	1115
1059	1116
1059	1117
1059	1118
1059	1119
1059	1120
1059	1121
1058	1122
1058	1123
1059	1124
1058	1125
1058	1126
1058	1127
